
0.000000, 5.166667
0.031416, 5.569418
0.062832, 5.744547
0.094248, 5.717271
0.125664, 5.538604
0.157080, 5.275117
0.188496, 4.996597
0.219911, 4.763973
0.251327, 4.619696
0.282743, 4.582253
0.314159, 4.645560
0.345575, 4.783072
0.376991, 4.955463
0.408407, 5.120137
0.439823, 5.240548
0.471239, 5.293455
0.502655, 5.272773
0.534071, 5.189471
0.565487, 5.067798
0.596903, 4.938896
0.628319, 4.833333
0.659734, 4.774258
0.691150, 4.772618
0.722566, 4.825404
0.753982, 4.917125
0.785398, 5.024041
0.816814, 5.120052
0.848230, 5.182855
0.879646, 5.198950
0.911062, 5.166414
0.942478, 5.094887
0.973894, 5.002889
1.005310, 4.913159
1.036726, 4.847171
1.068142, 4.820108
1.099557, 4.837456
1.130973, 4.893950
1.162389, 4.975083
1.193805, 5.060746
1.225221, 5.130124
1.256637, 5.166667
1.288053, 5.161967
1.319469, 5.117660
1.350885, 5.044915
1.382301, 4.961666
1.413717, 4.888260
1.445133, 4.842558
1.476549, 4.835655
1.507964, 4.869226
1.539380, 4.935124
1.570796, 5.017330
1.602212, 5.095788
1.633628, 5.151225
1.665044, 5.169814
1.696460, 5.146564
1.727876, 5.086630
1.759292, 5.004197
1.790708, 4.919178
1.822124, 4.852491
1.853540, 4.820999
1.884956, 4.833333
1.916372, 4.887604
1.947787, 4.971588
1.979203, 5.065408
2.010619, 5.146134
2.042035, 5.193255
2.073451, 5.193755
2.104867, 5.145562
2.136283, 5.058491
2.167699, 4.952377
2.199115, 4.852706
2.230531, 4.784705
2.261947, 4.767192
2.293363, 4.807654
2.324779, 4.899762
2.356194, 5.024041
2.387610, 5.151710
2.419026, 5.250986
2.450442, 5.294524
2.481858, 5.266354
2.513274, 5.166667
2.544690, 5.013222
2.576106, 4.838791
2.607522, 4.684919
2.638938, 4.593112
2.670354, 4.595161
2.701770, 4.704631
2.733186, 4.911407
2.764602, 5.180649
2.796017, 5.456698
2.827433, 5.671455
2.858849, 5.755871
2.890265, 5.652460
2.921681, 5.326484
2.953097, 4.773641
2.984513, 4.022654
3.015929, 3.132147
3.047345, 2.182242
3.078761, 1.262299
3.110177, 0.457012
3.141593, -0.166667
3.173009, -0.569418
3.204425, -0.744547
3.235840, -0.717271
3.267256, -0.538604
3.298672, -0.275117
3.330088, 0.003403
3.361504, 0.236027
3.392920, 0.380304
3.424336, 0.417747
3.455752, 0.354440
3.487168, 0.216928
3.518584, 0.044537
3.550000, -0.120137
3.581416, -0.240548
3.612832, -0.293455
3.644247, -0.272773
3.675663, -0.189471
3.707079, -0.067798
3.738495, 0.061104
3.769911, 0.166667
3.801327, 0.225742
3.832743, 0.227382
3.864159, 0.174596
3.895575, 0.082875
3.926991, -0.024041
3.958407, -0.120052
3.989823, -0.182855
4.021239, -0.198950
4.052655, -0.166414
4.084070, -0.094887
4.115486, -0.002889
4.146902, 0.086841
4.178318, 0.152829
4.209734, 0.179892
4.241150, 0.162544
4.272566, 0.106050
4.303982, 0.024917
4.335398, -0.060746
4.366814, -0.130124
4.398230, -0.166667
4.429646, -0.161967
4.461062, -0.117660
4.492477, -0.044915
4.523893, 0.038334
4.555309, 0.111740
4.586725, 0.157442
4.618141, 0.164345
4.649557, 0.130774
4.680973, 0.064876
4.712389, -0.017330
4.743805, -0.095788
4.775221, -0.151225
4.806637, -0.169814
4.838053, -0.146564
4.869469, -0.086630
4.900885, -0.004197
4.932300, 0.080822
4.963716, 0.147509
4.995132, 0.179001
5.026548, 0.166667
5.057964, 0.112396
5.089380, 0.028412
5.120796, -0.065408
5.152212, -0.146134
5.183628, -0.193255
5.215044, -0.193755
5.246460, -0.145562
5.277876, -0.058491
5.309292, 0.047623
5.340708, 0.147294
5.372123, 0.215295
5.403539, 0.232808
5.434955, 0.192346
5.466371, 0.100238
5.497787, -0.024041
5.529203, -0.151710
5.560619, -0.250986
5.592035, -0.294524
5.623451, -0.266354
5.654867, -0.166667
5.686283, -0.013222
5.717699, 0.161209
5.749115, 0.315081
5.780530, 0.406888
5.811946, 0.404839
5.843362, 0.295369
5.874778, 0.088593
5.906194, -0.180649
5.937610, -0.456698
5.969026, -0.671455
6.000442, -0.755871
6.031858, -0.652460
6.063274, -0.326484
6.094690, 0.226359
6.126106, 0.977346
6.157522, 1.867853
6.188938, 2.817758
6.220353, 3.737701
6.251769, 4.542988
