-3,-30
-2.99,-29.780699000000002
-2.9800000000000004,-29.56279200000001
-2.9700000000000006,-29.346273000000014
-2.960000000000001,-29.13113600000002
-2.950000000000001,-28.91737500000002
-2.9400000000000013,-28.704984000000028
-2.9300000000000015,-28.493957000000034
-2.9200000000000017,-28.284288000000036
-2.910000000000002,-28.075971000000038
-2.900000000000002,-27.869000000000042
-2.8900000000000023,-27.66336900000005
-2.8800000000000026,-27.459072000000052
-2.8700000000000028,-27.256103000000056
-2.860000000000003,-27.05445600000006
-2.850000000000003,-26.854125000000067
-2.8400000000000034,-26.65510400000007
-2.8300000000000036,-26.457387000000068
-2.820000000000004,-26.260968000000076
-2.810000000000004,-26.065841000000077
-2.8000000000000043,-25.872000000000085
-2.7900000000000045,-25.679439000000084
-2.7800000000000047,-25.488152000000092
-2.770000000000005,-25.298133000000096
-2.760000000000005,-25.109376000000097
-2.7500000000000053,-24.9218750000001
-2.7400000000000055,-24.735624000000104
-2.7300000000000058,-24.55061700000011
-2.720000000000006,-24.36684800000011
-2.710000000000006,-24.184311000000108
-2.7000000000000064,-24.003000000000117
-2.6900000000000066,-23.82290900000012
-2.680000000000007,-23.64403200000012
-2.670000000000007,-23.466363000000122
-2.6600000000000072,-23.289896000000127
-2.6500000000000075,-23.11462500000013
-2.6400000000000077,-22.940544000000134
-2.630000000000008,-22.76764700000013
-2.620000000000008,-22.59592800000014
-2.6100000000000083,-22.425381000000144
-2.6000000000000085,-22.256000000000142
-2.5900000000000087,-22.087779000000147
-2.580000000000009,-21.920712000000147
-2.570000000000009,-21.754793000000152
-2.5600000000000094,-21.590016000000155
-2.5500000000000096,-21.426375000000156
-2.54000000000001,-21.26386400000016
-2.53000000000001,-21.102477000000164
-2.5200000000000102,-20.942208000000164
-2.5100000000000104,-20.783051000000164
-2.5000000000000107,-20.62500000000017
-2.490000000000011,-20.46804900000017
-2.480000000000011,-20.312192000000174
-2.4700000000000113,-20.157423000000172
-2.4600000000000115,-20.003736000000174
-2.4500000000000117,-19.85112500000018
-2.440000000000012,-19.69958400000018
-2.430000000000012,-19.54910700000018
-2.4200000000000124,-19.399688000000182
-2.4100000000000126,-19.25132100000019
-2.400000000000013,-19.104000000000187
-2.390000000000013,-18.95771900000019
-2.380000000000013,-18.81247200000019
-2.3700000000000134,-18.668253000000195
-2.3600000000000136,-18.525056000000195
